,NDX,Position,ret,pos_l,cash_ret,strat_ret,turnover,strat_nv,bh_nv
2005-09-30,1601.66,1.0068546907915605,0.0,0.0,0.0001556498627912628,0.0001556498627912628,0.0,1.0001556498627913,1.0
2005-10-03,1605.59,1.0068546907915605,0.0024537042818075783,1.0068546907915605,0.0001556498627912628,0.0019657362628607788,1.0068546907915605,1.0021216920922316,1.0024537042818076
2005-10-04,1595.54,1.0068546907915605,-0.006259381286629839,1.0068546907915605,0.0001556498627912628,-0.006303647467592906,0.0,0.9958046702256544,0.9961789643245132
2005-10-05,1571.52,1.0068546907915605,-0.015054464319290028,1.0068546907915605,0.0001556498627912628,-0.015159018074928081,0.0,0.980709249230606,0.9811820236504626
2005-10-06,1552.94,1.0068546907915605,-0.011822948482997253,1.0068546907915605,0.0001556498627912628,-0.011905351196789487,0.0,0.9690335611965759,0.9695815591324002
2005-10-07,1555.92,1.0068546907915605,0.0019189408476825154,1.0068546907915605,0.0001556498627912628,0.0019307345361439358,0.0,0.9709045077598607,0.971442128791379
2005-10-10,1546.99,1.0068546907915605,-0.005739369633400271,1.0068546907915605,0.0001556498627912628,-0.0057800712952724405,0.0,0.9652926104841073,0.9658666633367881
2005-10-11,1539.31,1.0068546907915605,-0.0049644794083996135,1.0068546907915605,0.0001556498627912628,-0.004999869437382001,0.0,0.9604662734628172,0.961071638175393
2005-10-12,1521.19,1.0068546907915605,-0.0117715080133306,1.0068546907915605,0.0001556498627912628,-0.011853558118609097,0.0,0.9490813306693618,0.9497583756852266
2005-10-13,1533.8,1.0068546907915605,0.008289562776510495,1.0068546907915605,0.0001556498627912628,0.008345025108443966,0.0,0.9570014382037532,0.9576314573629859
2005-10-14,1544.29,1.0068546907915605,0.0068392228452209824,1.0068546907915605,0.0001556498627912628,0.0068847435453828106,0.0,0.9635901476783484,0.9641809123034851
2005-10-17,1549.88,1.0068546907915605,0.0036197864390756784,1.0068546907915605,0.0001556498627912628,0.003643238898150288,0.0,0.9671007367862444,0.9676710412946569
2005-10-18,1538.43,1.0068546907915605,-0.007387668722739882,1.0068546907915605,0.0001556498627912628,-0.0074396689652014856,0.0,0.9599058274485522,0.9605222082089832
2005-10-19,1569.61,1.0068546907915605,0.02026741548201727,1.0068546907915605,0.0001556498627912628,0.020404982290593846,0.0,0.9794926888582778,0.9799895108824593
2005-10-20,1555.59,1.0068546907915605,-0.008932155121335827,1.0068546907915605,0.0001556498627912628,-0.008994742340491578,0.0,0.9706824044976022,0.9712360925539751
2005-10-21,1565.12,1.0068546907915605,0.006126292917799647,1.0068546907915605,0.0001556498627912628,0.006166926703752952,0.0,0.9766685317387617,0.9771861693492999
2005-10-24,1590.65,1.0068546907915605,0.01631184829278287,1.0068546907915605,0.0001556498627912628,0.016422300911372003,0.0,0.9927076762576434,0.9931258818975314
